UniprotID,Species,Temperature preference,Data Type
Q0S3G6,Rhodococcus jostii,mesophilic,train
C3PL17,Corynebacterium aurimucosum,mesophilic,train
Q089P4,Shewanella frigidimarina,psychrophilic,train
Q09G09,Platanus occidentalis,mesophilic,train
Q03PW7,Levilactobacillus brevis,mesophilic,train
A5ELL7,Bradyrhizobium sp.,mesophilic,train
Q8R7W4,Caldanaerobacter subterraneus,thermophilic,train
Q85CT4,Anthoceros angustus,mesophilic,train
Q30TV4,Sulfurimonas denitrificans,mesophilic,train
A1UBP8,Mycobacterium sp.,mesophilic,train
A1KB17,Azoarcus sp.,mesophilic,train
B2GJ03,Kocuria rhizophila,mesophilic,train
A4G9S8,Herminiimonas arsenicoxydans,mesophilic,train
Q4URE9,Xanthomonas campestris,mesophilic,train
B2HCT1,Mycobacterium marinum,mesophilic,train
B6J5E2,Coxiella burnetii,mesophilic,train
P9WHD9,Mycobacterium tuberculosis,mesophilic,train
Q5SD17,Huperzia lucidula,mesophilic,train
Q134T9,Rhodopseudomonas palustris,mesophilic,train
Q5ZYN3,Legionella pneumophila,mesophilic,train
A9WH76,Chloroflexus aurantiacus,thermophilic,train
Q5L710,Chlamydia abortus,mesophilic,train
Q6B8W3,Gracilaria tenuistipitata,mesophilic,train
Q5X849,Legionella pneumophila,mesophilic,train
Q250M2,Desulfitobacterium hafniense,mesophilic,train
B5ELY9,Acidithiobacillus ferrooxidans,mesophilic,train
C0QW06,Brachyspira hyodysenteriae,mesophilic,train
B0Z5G4,Oenothera parviflora,mesophilic,train
A8LC46,Frankia sp.,mesophilic,train
B2SQS0,Xanthomonas oryzae,mesophilic,train
A7HM42,Fervidobacterium nodosum,thermophilic,train
P09596,Spinacia oleracea,mesophilic,train
O51441,Borrelia burgdorferi,mesophilic,train
B7IHV6,Thermosipho africanus,thermophilic,train
A0A372,Coffea arabica,mesophilic,train
Q2MI64,Solanum lycopersicum,mesophilic,train
Q8YPI9,Nostoc sp.,mesophilic,train
A4TEC7,Mycolicibacterium gilvum,mesophilic,train
Q20F08,Oltmannsiellopsis viridis,mesophilic,train
Q82DN5,Streptomyces avermitilis,mesophilic,train
A5CXL4,Vesicomyosocius okutanii,psychrophilic,train
Q50308,Mycoplasma pneumoniae,mesophilic,train
Q2JFG6,Frankia casuarinae,mesophilic,train
Q4ZMQ4,Pseudomonas syringae,mesophilic,train
Q0BJ36,Burkholderia ambifaria,mesophilic,train
A8SEE0,Ceratophyllum demersum,mesophilic,train
B7J477,Acidithiobacillus ferrooxidans,mesophilic,train
B8D839,Buchnera aphidicola,mesophilic,train
A9WW58,Brucella suis,mesophilic,train
P0A3Q3,Brucella suis,mesophilic,train
P0A3Q2,Brucella melitensis,mesophilic,train
P0CB36,Brucella abortus,mesophilic,train
Q2YJP0,Brucella abortus,mesophilic,train
Q92T28,Rhizobium meliloti,mesophilic,train
A9MCX4,Brucella canis,mesophilic,train
C0RMI7,Brucella melitensis,mesophilic,train
Q2KDT8,Rhizobium etli,mesophilic,train
A6WYJ6,Brucella anthropi,mesophilic,train
B3PXK7,Rhizobium etli,mesophilic,train
B2SC33,Brucella abortus,mesophilic,train
A5VVV1,Brucella ovis,mesophilic,train
A0PZH3,Clostridium novyi,mesophilic,train
P80546,Pseudomonas fluorescens,mesophilic,train
P00283,Pseudomonas denitrificans,mesophilic,train
O51744,Borrelia burgdorferi,mesophilic,train
Q0SM47,Borrelia afzelii,mesophilic,train
Q65ZW9,Borrelia bavariensis,mesophilic,train
A1R0M9,Borrelia turicatae,mesophilic,train
B7KA22,Gloeothece citriformis,mesophilic,train
A0PXV6,Clostridium novyi,mesophilic,train
A6MMY1,Illicium oligandrum,mesophilic,train
Q02T70,Pseudomonas aeruginosa,mesophilic,train
B9JVP7,Agrobacterium vitis,mesophilic,train
Q8EK59,Shewanella oneidensis,mesophilic,train
B1A971,Carica papaya,thermophilic,train
C3MBY3,Sinorhizobium fredii,mesophilic,train
A4IE34,Leishmania infantum,mesophilic,train
A0A132ZJX9,Enterococcus faecium,mesophilic,train
Q660H6,Borrelia bavariensis,mesophilic,train
O28657,Archaeoglobus fulgidus,thermophilic,train
Q8CY69,Streptococcus pneumoniae,mesophilic,train
A7NJT8,Roseiflexus castenholzii,thermophilic,train
Q5LYM4,Streptococcus thermophilus,thermophilic,train
Q5M387,Streptococcus thermophilus,thermophilic,train
A5D1G1,Pelotomaculum thermopropionicum,thermophilic,train
A9WEK3,Chloroflexus aurantiacus,thermophilic,train
Q601V7,Mycoplasma hyopneumoniae,mesophilic,train
Q4A739,Mycoplasma synoviae,mesophilic,train
Q4A879,Mycoplasma hyopneumoniae,mesophilic,train
Q4AA52,Mycoplasma hyopneumoniae,mesophilic,train
P21474,Bacillus subtilis,mesophilic,train
B0S044,Finegoldia magna,mesophilic,train
Q8WKP4,Cucumis sativus,mesophilic,train
B8CW18,Halothermothrix orenii,thermophilic,train
A5N813,Clostridium kluyveri,mesophilic,train
A1R0B9,Borrelia turicatae,mesophilic,train
B5RQ36,Borrelia recurrentis,mesophilic,train
O51638,Borrelia burgdorferi,mesophilic,train
B9E1H4,Clostridium kluyveri,mesophilic,train
A0RHL7,Bacillus thuringiensis,mesophilic,train
Q65JQ0,Bacillus licheniformis,mesophilic,train
B2S137,Borrelia hermsii,mesophilic,train
B0TH64,Heliobacterium modesticaldum,thermophilic,train
Q3AC69,Carboxydothermus hydrogenoformans,thermophilic,train
Q92AL1,Listeria innocua,mesophilic,train
A4J669,Desulfotomaculum reducens,mesophilic,train
A0Q0Y3,Clostridium novyi,mesophilic,train
B5RMP0,Borrelia duttonii,mesophilic,train
B3GXW4,Actinobacillus pleuropneumoniae,mesophilic,train
Q68RX0,Panax ginseng,mesophilic,train
A9ADK3,Burkholderia multivorans,mesophilic,train
Q33BZ6,Nicotiana tomentosiformis,mesophilic,train
A4XLS0,Caldicellulosiruptor saccharolyticus,thermophilic,train
B8D0D4,Halothermothrix orenii,thermophilic,train
Q32RV2,Staurastrum punctulatum,mesophilic,train
Q3C1L9,Nicotiana sylvestris,mesophilic,train
Q14FC1,Populus alba,mesophilic,train
P9WHD8,Mycobacterium tuberculosis,mesophilic,train
Q7GUC7,Pinus koraiensis,mesophilic,train
B1W3Z7,Streptomyces griseus,mesophilic,train
A1S228,Shewanella amazonensis,mesophilic,train
C1DAS7,Laribacter hongkongensis,mesophilic,train
A7ZG02,Campylobacter concisus,mesophilic,train
A9NAY0,Coxiella burnetii,mesophilic,train
Q7NQG2,Chromobacterium violaceum,mesophilic,train
P06382,Nicotiana tabacum,mesophilic,train
A6MMF9,Chloranthus spicatus,mesophilic,train
A1WVB2,Halorhodospira halophila,mesophilic,train
Q7YJU2,Calycanthus floridus,mesophilic,train
A8LM67,Dinoroseobacter shibae,mesophilic,train
Q2RFQ7,Moorella thermoacetica,thermophilic,train
Q3KLH9,Chlamydia trachomatis,mesophilic,train
B7KHZ7,Gloeothece citriformis,mesophilic,train
Q06J57,Bigelowiella natans,mesophilic,train
A4IJJ9,Geobacillus thermodenitrificans,thermophilic,train
Q332U0,Lactuca sativa,mesophilic,train
Q0G9S5,Daucus carota,mesophilic,train
Q2NZZ5,Xanthomonas oryzae,mesophilic,train
Q88QM5,Pseudomonas putida,mesophilic,train
Q5LW48,Ruegeria pomeroyi,mesophilic,train
B4UBA9,Anaeromyxobacter sp.,mesophilic,train
Q48D46,Pseudomonas savastanoi,mesophilic,train
A6TWH2,Alkaliphilus metalliredigens,mesophilic,train
Q8KAI2,Chlorobaculum tepidum,thermophilic,train
A9KWB2,Shewanella baltica,psychrophilic,train
Q3MFB1,Trichormus variabilis,mesophilic,train
B0KCL0,Thermoanaerobacter pseudethanolicus,thermophilic,train
Q8S8V7,Atropa belladonna,mesophilic,train
A5WCK0,Psychrobacter sp.,psychrophilic,train
P56363,Chlorella vulgaris,mesophilic,train
Q5QXW8,Idiomarina loihiensis,mesophilic,train
Q06GW0,Drimys granadensis,mesophilic,train
Q1ACG1,Chara vulgaris,mesophilic,train
A8IAQ6,Azorhizobium caulinodans,mesophilic,train
B1NWI6,Manihot esculenta,mesophilic,train
B3QYD4,Chloroherpeton thalassium,mesophilic,train
Q0K629,Cupriavidus necator,mesophilic,train
A4VHP0,Pseudomonas stutzeri,mesophilic,train
Q1MID1,Rhizobium leguminosarum,mesophilic,train
Q2MIF1,Solanum bulbocastanum,mesophilic,train
B3EGY0,Chlorobium limicola,mesophilic,train
X8FJM6,Mycobacterium ulcerans,mesophilic,train
A6GZ89,Flavobacterium psychrophilum,psychrophilic,train
B8HMR4,Cyanothece sp.,mesophilic,train
B4RQY7,Neisseria gonorrhoeae,mesophilic,train
B8G1X6,Desulfitobacterium hafniense,mesophilic,train
B2T741,Paraburkholderia phytofirmans,mesophilic,train
Q06GM3,Piper cenocladum,mesophilic,train
Q252W3,Chlamydia felis,mesophilic,train
Q8M9V2,Chaetosphaeridium globosum,mesophilic,train
A1V893,Burkholderia mallei,mesophilic,train
P75173,Mycoplasma pneumoniae,mesophilic,train
Q497M6,Mus musculus,mesophilic,train
Q3JZU3,Streptococcus agalactiae,mesophilic,train
Q09115,Pyrococcus woesei,thermophilic,train
Q50309,Mycoplasma pneumoniae,mesophilic,train
C0HK87,Xenopus borealis,mesophilic,train
C0HKP2,Xenopus ruwenzoriensis,psychrophilic,train
C0HKP1,Xenopus ruwenzoriensis,psychrophilic,train
B9DV62,Streptococcus uberis,mesophilic,train
B4U4I5,Streptococcus equi,mesophilic,train
Q1JAI1,Streptococcus pyogenes,mesophilic,train
Q99YL3,Streptococcus pyogenes,mesophilic,train
Q5XAM9,Streptococcus pyogenes,mesophilic,train
C0MH21,Streptococcus equi,mesophilic,train
A2STI8,Methanocorpusculum labreanum,mesophilic,train
A0A0G2KA78,Rattus norvegicus,mesophilic,train
C0HKN7,Xenopus ruwenzoriensis,psychrophilic,train
C0HKL5,Xenopus boumbaensis,mesophilic,train
X8EYV2,Mycobacterium ulcerans,mesophilic,train
A3CRE5,Methanoculleus marisnigri,mesophilic,train
B3R001,Phytoplasma mali,mesophilic,train
Q3AZD7,Synechococcus sp.,mesophilic,train
A0A0P0W9Q7,Oryza sativa,mesophilic,train
P0C5J8,Parabuthus liosoma,thermophilic,train
P21778,Thermus thermophilus,thermophilic,train
Q0SRK7,Clostridium perfringens,mesophilic,train
Q8XIZ0,Clostridium perfringens,mesophilic,train
Q8HHD3,Cryphonectria parasitica,mesophilic,train
Q94ZI2,Schizophyllum commune,mesophilic,train
Q5YF91,Aspergillus niger,mesophilic,train
A5A621,Escherichia coli,mesophilic,train
Q5S589,Aspergillus tubingensis,mesophilic,train
Q54UN6,Dictyostelium discoideum,mesophilic,train
Q2GHI5,Ehrlichia chaffeensis,mesophilic,train
A0A1C1CYF0,Cladophialophora carrionii,mesophilic,train
C0NCR8,Ajellomyces capsulatus,mesophilic,train
P0DQL0,Leptodactylus laticeps,mesophilic,train
C0HKF2,Leptodactylus labyrinthicus,mesophilic,train
P86711,Leptodactylus knudseni,mesophilic,train
C0HKF1,Leptodactylus labyrinthicus,mesophilic,train
P0DQJ8,Leptodactylus fallax,mesophilic,train
P85279,Leptodactylus syphax,mesophilic,train
P0DQL1,Leptodactylus laticeps,mesophilic,train
C0HKF0,Leptodactylus labyrinthicus,mesophilic,train
Q3Z8W2,Dehalococcoides mccartyi,mesophilic,train
Q6MJR3,Bdellovibrio bacteriovorus,mesophilic,train
A4IJC9,Geobacillus thermodenitrificans,thermophilic,train
Q5L3U7,Geobacillus kaustophilus,thermophilic,train
Q0SQ66,Clostridium perfringens,mesophilic,train
Q97E97,Clostridium acetobutylicum,mesophilic,train
Q181A2,Clostridioides difficile,mesophilic,train
Q9F8Q3,Carboxydothermus hydrogenoformans,thermophilic,train
P82067,Ranoidea genimaculata,mesophilic,train
P82066,Ranoidea genimaculata,mesophilic,train
X8FI08,Mycobacterium ulcerans,mesophilic,train
P76243,Escherichia coli,mesophilic,train
P63450,Brucella melitensis,mesophilic,train
P63451,Brucella suis,mesophilic,train
Q9TWD3,Buthus occitanus,thermophilic,train
P86260,Conus textile,mesophilic,train
A0A0D2F5W0,Fonsecaea pedrosoi,mesophilic,train
A4XKC3,Caldicellulosiruptor saccharolyticus,thermophilic,train
Q1ZXD5,Dictyostelium discoideum,mesophilic,train
A7ZCE9,Campylobacter concisus,mesophilic,train
Q2G004,Staphylococcus aureus,mesophilic,train
B8JFX1,Anaeromyxobacter dehalogenans,mesophilic,train
O25621,Helicobacter pylori,mesophilic,train
A5FQM9,Dehalococcoides mccartyi,mesophilic,train
Q3Z7Q6,Dehalococcoides mccartyi,mesophilic,train
Q3ZXY7,Dehalococcoides mccartyi,mesophilic,train
Q2K936,Rhizobium etli,mesophilic,train
Q8UFS6,Agrobacterium fabrum,mesophilic,train
C3MAA5,Sinorhizobium fredii,mesophilic,train
Q92QK6,Rhizobium meliloti,mesophilic,train
A6U820,Sinorhizobium medicae,mesophilic,train
P80462,Mycobacterium avium,mesophilic,train
C0HK11,Cruziohyla calcarifer,mesophilic,train
Q8R5X5,Fusobacterium nucleatum,mesophilic,train
P86509,Litoria rothii,mesophilic,train
Q8TZV6,Pyrococcus furiosus,thermophilic,train
Q9V1P2,Pyrococcus abyssi,thermophilic,train
P20299,Pyrococcus woesei,thermophilic,train
O74099,Pyrococcus horikoshii,thermophilic,train
P86619,Phasmahyla jandaia,mesophilic,train
P86620,Phasmahyla jandaia,mesophilic,train
A0A5K4F998,Schistosoma mansoni,mesophilic,train
A0A0P0WTT0,Oryza sativa,mesophilic,train
P20903,Streptomyces hygroscopicus,mesophilic,train
O27372,Methanothermobacter thermautotrophicus,thermophilic,train
A7NES0,Francisella tularensis,mesophilic,train
Q0BK19,Francisella tularensis,mesophilic,train
O29681,Archaeoglobus fulgidus,thermophilic,train
Q2IPY3,Anaeromyxobacter dehalogenans,mesophilic,train
B4UGV4,Anaeromyxobacter sp.,mesophilic,train
A1RVT4,Pyrobaculum islandicum,thermophilic,train
P86127,Crinia riparia,mesophilic,train
D3ZSY6,Rattus norvegicus,mesophilic,train
A0A175VMQ4,Madurella mycetomatis,mesophilic,train
Q4D936,Trypanosoma cruzi,mesophilic,train
A0A3Q0KP24,Schistosoma mansoni,mesophilic,train
S4R3Y5,Homo sapiens,mesophilic,train
S4R3P1,Homo sapiens,mesophilic,train
P0CJ77,Homo sapiens,mesophilic,train
X8F571,Mycobacterium ulcerans,mesophilic,train
B2HNT8,Mycobacterium marinum,mesophilic,train
A0PX70,Mycobacterium ulcerans,mesophilic,train
Q32IC1,Shigella dysenteriae,mesophilic,train
P0CJ64,Synechocystis sp.,mesophilic,train
F7A1V1,Mus musculus,mesophilic,train
A0A0D2EWT8,Fonsecaea pedrosoi,mesophilic,train
Q8K9H4,Buchnera aphidicola,mesophilic,train
P16093,Trichosanthes kirilowii,mesophilic,train
P76509,Escherichia coli,mesophilic,train
Q89A91,Buchnera aphidicola,mesophilic,train
B8D9R4,Buchnera aphidicola,mesophilic,train
Q057D5,Buchnera aphidicola,mesophilic,train
Q2FUR3,Staphylococcus aureus,mesophilic,train
Q7YJY3,Calycanthus floridus,mesophilic,train
K7L2J1,Glycine max,mesophilic,train
P94948,Methanopyrus kandleri,thermophilic,train
Q58988,Methanocaldococcus jannaschii,thermophilic,train
X8FGY0,Mycobacterium ulcerans,mesophilic,train
A0A5K4FCY2,Schistosoma mansoni,mesophilic,train
U4PFB8,Caenorhabditis elegans,mesophilic,train
P85371,Nautilus macromphalus,mesophilic,train
A0A0H3GXF3,Klebsiella pneumoniae,mesophilic,train
Q6N4U3,Rhodopseudomonas palustris,mesophilic,train
Q89J93,Bradyrhizobium diazoefficiens,mesophilic,train
A1AN03,Pelobacter propionicus,mesophilic,train
P96576,Bacillus subtilis,mesophilic,train
Q2FYX3,Staphylococcus aureus,mesophilic,train
P82871,Lithobates sylvaticus,psychrophilic,train
P40835,Pelophylax lessonae,mesophilic,train
P0DQK0,Lithobates septentrionalis,mesophilic,train
P86027,Pelophylax ridibundus,mesophilic,train
Q2MHT0,Mycoplasma genitalium,mesophilic,train
P0DJR2,Crotalus horridus,mesophilic,train
P0DJR1,Crotalus horridus,mesophilic,train
Q9ZCH9,Rickettsia prowazekii,mesophilic,train
A8F2Q2,Rickettsia massiliae,mesophilic,train
A8EZW3,Rickettsia canadensis,mesophilic,train
B0BV67,Rickettsia rickettsii,mesophilic,train
Q4UK61,Rickettsia felis,mesophilic,train
Q68VY6,Rickettsia typhi,mesophilic,train
C3PLP2,Rickettsia africae,mesophilic,train
Q92GD8,Rickettsia conorii,mesophilic,train
P86744,Macruronus novaezelandiae,mesophilic,train
P86739,Macruronus magellanicus,psychrophilic,train
P86754,Merluccius bilinearis,psychrophilic,train
O77691,Equus caballus,mesophilic,train
P14069,Mus musculus,mesophilic,train
Q2EN75,Sus scrofa,mesophilic,train
A0A0K0INM2,Brugia malayi,mesophilic,train
J9EEN3,Wuchereria bancrofti,mesophilic,train
C5A593,Thermococcus gammatolerans,thermophilic,train
Q8DQE7,Streptococcus pneumoniae,mesophilic,train
O59049,Pyrococcus horikoshii,thermophilic,train
A6L011,Phocaeicola vulgatus,mesophilic,train
P60766,Mus musculus,mesophilic,train
Q0TPY5,Clostridium perfringens,mesophilic,train
A0A0H3GPP9,Klebsiella pneumoniae,mesophilic,train
Q7CQE9,Salmonella typhimurium,mesophilic,train
M9PBI0,Drosophila melanogaster,mesophilic,train
P23059,Saccharomyces cerevisiae,mesophilic,train
P68121,Equus caballus,mesophilic,train
P68120,Equus asinus,mesophilic,train
P52102,Escherichia coli,mesophilic,train
Q8ZN20,Salmonella typhimurium,mesophilic,train
Q32CW1,Shigella dysenteriae,mesophilic,train
Q02H57,Pseudomonas aeruginosa,mesophilic,train
A6VB55,Pseudomonas aeruginosa,mesophilic,train
Q66DF7,Yersinia pseudotuberculosis,mesophilic,train
B1J9E8,Pseudomonas putida,mesophilic,train
Q7N768,Photorhabdus laumondii,mesophilic,train
Q8ZDH2,Yersinia pestis,mesophilic,train
B4EV00,Proteus mirabilis,mesophilic,train
O66757,Aquifex aeolicus,thermophilic,train
Q39R93,Geobacter metallireducens,mesophilic,train
P02732,Pagothenia borchgrevinki,psychrophilic,train
Q57074,Haemophilus influenzae,mesophilic,train
B1JDZ9,Pseudomonas putida,mesophilic,train
Q8TSS8,Methanosarcina acetivorans,mesophilic,train
Q8PVT4,Methanosarcina mazei,mesophilic,train
P81124,Aplysia californica,mesophilic,train
Q007T2,Sus scrofa,mesophilic,train
A0A024RAA5,Homo sapiens,mesophilic,train
Q7XV22,Oryza sativa,mesophilic,train
Q6FYZ6,Bartonella quintana,mesophilic,train
A9IWV1,Bartonella tribocorum,mesophilic,train
Q6G2F0,Bartonella henselae,mesophilic,train
Q9PEV9,Xylella fastidiosa,mesophilic,train
A6VT87,Marinomonas sp.,mesophilic,train
Q9KVT5,Vibrio cholerae,mesophilic,train
A7HSW1,Parvibaculum lavamentivorans,mesophilic,train
P95990,Saccharolobus solfataricus,thermophilic,train
P39474,Sulfolobus acidocaldarius,thermophilic,train
O31513,Bacillus subtilis,mesophilic,train
Q32HM4,Shigella dysenteriae,mesophilic,train
B5FYY5,Taeniopygia guttata,mesophilic,train
Q3T132,Bos taurus,mesophilic,train
Q9V8I2,Drosophila melanogaster,mesophilic,train
Q6DF40,Xenopus tropicalis,mesophilic,train
Q9Y2Q5,Homo sapiens,mesophilic,train
Q63ZJ2,Xenopus laevis,mesophilic,train
Q2G2Q6,Staphylococcus aureus,mesophilic,train
P86254,Alternaria alternata,mesophilic,train
Q9STF8,Arabidopsis thaliana,mesophilic,train
Q5F6A2,Neisseria gonorrhoeae,mesophilic,train
Q0P9X5,Campylobacter jejuni,mesophilic,train
A2BZV2,Prochlorococcus marinus,mesophilic,train
Q46HP8,Prochlorococcus marinus,mesophilic,train
P55736,Lithobates catesbeianus,mesophilic,train
K7LZW0,Glycine max,mesophilic,train
Q21557,Caenorhabditis elegans,mesophilic,train
P0C1M7,Polistes dominula,mesophilic,train
P0C1M6,Polistes dominula,mesophilic,train
A5ELL8,Bradyrhizobium sp.,mesophilic,train
B0U4N0,Xylella fastidiosa,mesophilic,train
Q02V59,Pseudomonas aeruginosa,mesophilic,train
A5VWK1,Pseudomonas putida,mesophilic,train
B1J499,Pseudomonas putida,mesophilic,train
A1UTQ4,Bartonella bacilliformis,mesophilic,train
P23078,Thermosynechococcus vulcanus,thermophilic,train
Q5L7M0,Bacteroides fragilis,mesophilic,train
Q64MT6,Bacteroides fragilis,mesophilic,train
A0LYC2,Gramella forsetii,mesophilic,train
A6KYS7,Phocaeicola vulgatus,mesophilic,train
B3A061,Karoophasma biedouwense,psychrophilic,train
B0M3C5,Mantophasma kudubergense,mesophilic,train
B3A0F7,Praedatophasma maraisi,mesophilic,train
B0M3E6,Karoophasma botterkloofense,psychrophilic,train
A9KBT2,Coxiella burnetii,mesophilic,train
P45649,Coxiella burnetii,mesophilic,train
A9NBA4,Coxiella burnetii,mesophilic,train
Q2IXQ1,Rhodopseudomonas palustris,mesophilic,train
A7Z9S5,Bacillus velezensis,mesophilic,train
Q6MJ28,Bdellovibrio bacteriovorus,mesophilic,train
Q0AUJ6,Syntrophomonas wolfei,mesophilic,train
B8G6Q9,Chloroflexus aggregans,thermophilic,train
Q57RU1,Salmonella choleraesuis,mesophilic,train
K0F7H1,Nocardia brasiliensis,mesophilic,train
I1JUL1,Glycine max,mesophilic,train
A0A0K0E353,Strongyloides stercoralis,mesophilic,train
P82068,Ranoidea genimaculata,mesophilic,train
P83116,Delftia acidovorans,mesophilic,train
P51386,Porphyra purpurea,psychrophilic,train
A0A0P0XV71,Oryza sativa,mesophilic,train
O25061,Helicobacter pylori,mesophilic,train
B3PGZ1,Cellvibrio japonicus,mesophilic,train
C0Q9V7,Desulfobacterium autotrophicum,mesophilic,train
Q0SSK1,Clostridium perfringens,mesophilic,train
P83086,Bombina maxima,mesophilic,train
Q8NQ94,Corynebacterium glutamicum,mesophilic,train
A0A3Q0KTP8,Schistosoma mansoni,mesophilic,train
Q6CWX4,Kluyveromyces lactis,mesophilic,train
P58515,Solanum tuberosum,mesophilic,train
A0A1D6GCG0,Zea mays,mesophilic,train
A0A0G2KB78,Rattus norvegicus,mesophilic,train
A0A0P0W8F9,Oryza sativa,mesophilic,train
P99505,Canis lupus,mesophilic,train
Q8R7W3,Caldanaerobacter subterraneus,thermophilic,train
B2RLY3,Porphyromonas gingivalis,mesophilic,train
K0F4K0,Nocardia brasiliensis,mesophilic,train
Q32H43,Shigella dysenteriae,mesophilic,train
A0A1D6N7J5,Zea mays,mesophilic,train
Q94D91,Oryza sativa,mesophilic,train
A0A0D2H0Q1,Fonsecaea pedrosoi,mesophilic,train
Q57668,Methanocaldococcus jannaschii,thermophilic,train
Q54IG0,Dictyostelium discoideum,mesophilic,train
Q86IC0,Dictyostelium discoideum,mesophilic,train
G4VT15,Schistosoma mansoni,mesophilic,train
A0A0R0GDL5,Glycine max,mesophilic,train
B4FFQ0,Zea mays,mesophilic,train
X8FQH1,Mycobacterium ulcerans,mesophilic,train
Q1IIU5,Koribacter versatilis,mesophilic,train
P0DSH7,Escherichia coli,mesophilic,train
